[    9]   fixation ->    saccade (ibdt:108)
[ 2530]    pursuit ->   fixation (ibdt:108)
[ 2531]    pursuit ->   fixation (ibdt:108)
[ 2532]    pursuit ->   fixation (ibdt:108)
[ 2533]    pursuit ->   fixation (ibdt:108)
[ 2534]    pursuit ->   fixation (ibdt:108)
[ 2535]    pursuit ->   fixation (ibdt:108)
[ 2536]    pursuit ->   fixation (ibdt:108)
[ 2537]    pursuit ->   fixation (ibdt:108)
[ 2538]    pursuit ->   fixation (ibdt:108)
[ 2539]    pursuit ->   fixation (ibdt:108)
[ 2540]    pursuit ->   fixation (ibdt:108)
[ 2541]    pursuit ->   fixation (ibdt:108)
[ 2542]    pursuit ->   fixation (ibdt:108)
[ 2543]    pursuit ->   fixation (ibdt:108)
[ 2544]    pursuit ->   fixation (ibdt:108)
[ 2545]    pursuit ->   fixation (ibdt:108)
[ 2546]    pursuit ->   fixation (ibdt:108)
[ 2547]    pursuit ->   fixation (ibdt:108)
[ 2548]    pursuit ->   fixation (ibdt:108)
[ 2549]    pursuit ->   fixation (ibdt:108)
[ 2550]    pursuit ->   fixation (ibdt:108)
[ 2551]    pursuit ->   fixation (ibdt:108)
[ 2552]    pursuit ->   fixation (ibdt:108)
[ 2553]    pursuit ->   fixation (ibdt:108)
[ 2554]    pursuit ->   fixation (ibdt:108)
[ 2555]    pursuit ->   fixation (ibdt:108)
[ 2556]    pursuit ->   fixation (ibdt:108)
[ 2557]    pursuit ->   fixation (ibdt:108)
[ 2558]    pursuit ->   fixation (ibdt:108)
[ 2559]    pursuit ->   fixation (ibdt:108)
[ 2560]    pursuit ->   fixation (ibdt:108)
[ 2561]    pursuit ->   fixation (ibdt:108)
[ 2562]    pursuit ->   fixation (ibdt:108)
[ 2563]    pursuit ->   fixation (ibdt:108)
[ 2564]    pursuit ->   fixation (ibdt:108)
[ 2565]    pursuit ->   fixation (ibdt:108)
[ 2566]    pursuit ->   fixation (ibdt:108)
[ 2567]    pursuit ->   fixation (ibdt:108)
[ 2568]    pursuit ->   fixation (ibdt:108)
[ 2569]    pursuit ->   fixation (ibdt:108)
[ 2570]    pursuit ->   fixation (ibdt:108)
[ 2571]    pursuit ->   fixation (ibdt:108)
[ 2572]    pursuit ->   fixation (ibdt:108)
[ 2573]    pursuit ->   fixation (ibdt:108)
[ 2574]    pursuit ->   fixation (ibdt:108)
[ 2575]    pursuit ->   fixation (ibdt:108)
[ 2576]    pursuit ->   fixation (ibdt:108)
[ 2577]    pursuit ->   fixation (ibdt:108)
[ 2578]    pursuit ->   fixation (ibdt:108)
[ 2579]    pursuit ->   fixation (ibdt:108)
[ 2580]    pursuit ->   fixation (ibdt:108)
[ 2581]    pursuit ->   fixation (ibdt:108)
[ 2582]    pursuit ->   fixation (ibdt:108)
[ 2583]    pursuit ->   fixation (ibdt:108)
[ 2584]    pursuit ->   fixation (ibdt:108)
[ 2585]    pursuit ->   fixation (ibdt:108)
[ 2586]    pursuit ->   fixation (ibdt:108)
[ 2587]    pursuit ->   fixation (ibdt:108)
[ 2588]    pursuit ->   fixation (ibdt:108)
[ 2589]    pursuit ->   fixation (ibdt:108)
[ 2590]    pursuit ->   fixation (ibdt:108)
[ 2591]    pursuit ->   fixation (ibdt:108)
[ 2592]    pursuit ->   fixation (ibdt:108)
[ 2593]    pursuit ->   fixation (ibdt:108)
[ 2594]    pursuit ->   fixation (ibdt:108)
[ 2595]    pursuit ->   fixation (ibdt:108)
[ 2596]    pursuit ->   fixation (ibdt:108)
[ 2597]    pursuit ->   fixation (ibdt:108)
[ 2598]    pursuit ->   fixation (ibdt:108)
[ 2599]    pursuit ->   fixation (ibdt:108)
[ 2600]    pursuit ->   fixation (ibdt:108)
[ 2601]    pursuit ->   fixation (ibdt:108)
[ 2602]    pursuit ->   fixation (ibdt:108)
[ 2603]    pursuit ->   fixation (ibdt:108)
[ 2604]    pursuit ->   fixation (ibdt:108)
[ 2605]    pursuit ->   fixation (ibdt:108)
[ 2606]    pursuit ->   fixation (ibdt:108)
[ 2607]    pursuit ->   fixation (ibdt:108)
[ 2608]    pursuit ->   fixation (ibdt:108)
[ 2609]    pursuit ->   fixation (ibdt:108)
[ 2610]    pursuit ->   fixation (ibdt:108)
[ 2611]    pursuit ->   fixation (ibdt:108)
[ 2612]    pursuit ->   fixation (ibdt:108)
[ 2613]    pursuit ->   fixation (ibdt:108)
[ 2614]    pursuit ->   fixation (ibdt:108)
[ 2615]    pursuit ->   fixation (ibdt:108)
[ 2616]    pursuit ->   fixation (ibdt:108)
[ 2617]    pursuit ->   fixation (ibdt:108)
[ 2618]    pursuit ->   fixation (ibdt:108)
[ 2619]    pursuit ->   fixation (ibdt:108)
[ 2620]    pursuit ->   fixation (ibdt:108)
[ 2636]    saccade ->    pursuit (ibdt:108)
[ 2637]    saccade ->    pursuit (ibdt:108)
[ 2639]    saccade ->    pursuit (ibdt:108)
[ 2640]    saccade ->    pursuit (ibdt:108)
[ 2641]    saccade ->    pursuit (ibdt:108)
[ 2642]    saccade ->    pursuit (ibdt:108)
[ 2643]    saccade ->    pursuit (ibdt:108)
[ 2644]    saccade ->    pursuit (ibdt:108)
[ 2645]    saccade ->    pursuit (ibdt:108)
[ 2646]    saccade ->    pursuit (ibdt:108)
[ 2684]    pursuit ->   fixation (ibdt:108)
[ 2685]    pursuit ->   fixation (ibdt:108)
[ 2686]    pursuit ->   fixation (ibdt:108)
[ 2687]    pursuit ->   fixation (ibdt:108)
[ 2688]    pursuit ->   fixation (ibdt:108)
[ 2689]    pursuit ->   fixation (ibdt:108)
[ 2690]    pursuit ->   fixation (ibdt:108)
[ 2691]    pursuit ->   fixation (ibdt:108)
[ 2692]    pursuit ->   fixation (ibdt:108)
[ 2693]    pursuit ->   fixation (ibdt:108)
[ 2694]    pursuit ->   fixation (ibdt:108)
[ 2695]    pursuit ->   fixation (ibdt:108)
[ 2696]    pursuit ->   fixation (ibdt:108)
[ 2697]    pursuit ->   fixation (ibdt:108)
[ 2698]    pursuit ->   fixation (ibdt:108)
[ 2699]    pursuit ->   fixation (ibdt:108)
[ 2998]   fixation ->    saccade (ibdt:108)
[ 3054]    saccade ->   fixation (ibdt:108)
[ 3058]    saccade ->   fixation (ibdt:108)
[ 3097]    saccade ->   fixation (ibdt:108)
[ 3098]    saccade ->   fixation (ibdt:108)
[ 3099]    saccade ->   fixation (ibdt:108)
[ 3100]    saccade ->   fixation (ibdt:108)
[ 3101]    saccade ->   fixation (ibdt:108)
[ 3102]    saccade ->   fixation (ibdt:108)
[ 3103]    saccade ->   fixation (ibdt:108)
[ 3330]    saccade ->   fixation (ibdt:108)
[ 3331]    saccade ->   fixation (ibdt:108)
[ 3332]    saccade ->   fixation (ibdt:108)
[ 3336]    saccade ->   fixation (ibdt:108)
[ 3337]    saccade ->   fixation (ibdt:108)
[ 3338]    saccade ->   fixation (ibdt:108)
[ 3339]    saccade ->   fixation (ibdt:108)
[ 3398]    saccade ->   fixation (ibdt:108)
[ 3399]    saccade ->   fixation (ibdt:108)
[ 3402]    saccade ->   fixation (ibdt:108)
[ 3403]    saccade ->   fixation (ibdt:108)
[ 3404]    saccade ->   fixation (ibdt:108)
[ 3405]    saccade ->   fixation (ibdt:108)
[ 3506]   fixation ->    saccade (ibdt:108)
[ 3537]    saccade ->   fixation (ibdt:108)
[ 3538]    saccade ->   fixation (ibdt:108)
[ 3543]    saccade ->   fixation (ibdt:108)
[ 3545]    saccade ->   fixation (ibdt:108)
[ 3546]    saccade ->   fixation (ibdt:108)
[ 3547]    saccade ->   fixation (ibdt:108)
[ 3548]    saccade ->   fixation (ibdt:108)
[ 3549]    saccade ->   fixation (ibdt:108)
[ 3550]    saccade ->   fixation (ibdt:108)
[ 3551]    saccade ->   fixation (ibdt:108)
[ 3552]    saccade ->   fixation (ibdt:108)
[ 3595]    saccade ->   fixation (ibdt:108)
[ 3596]    saccade ->   fixation (ibdt:108)
[ 3597]    saccade ->   fixation (ibdt:108)
[ 3598]    saccade ->   fixation (ibdt:108)
[ 3599]    saccade ->   fixation (ibdt:108)
[ 3600]    saccade ->   fixation (ibdt:108)
[ 3601]    saccade ->   fixation (ibdt:108)
[ 3602]    saccade ->   fixation (ibdt:108)
[ 3603]    saccade ->   fixation (ibdt:108)
[ 3604]    saccade ->   fixation (ibdt:108)
[ 3683]    saccade ->   fixation (ibdt:108)
[ 3684]    saccade ->   fixation (ibdt:108)
[ 3685]    saccade ->   fixation (ibdt:108)
[ 3688]    saccade ->   fixation (ibdt:108)
[ 3689]    saccade ->   fixation (ibdt:108)
[ 3825]    saccade ->   fixation (ibdt:108)
[ 3826]    saccade ->   fixation (ibdt:108)
[ 3827]    saccade ->   fixation (ibdt:108)
[ 3829]    saccade ->   fixation (ibdt:108)
[ 3830]    saccade ->   fixation (ibdt:108)
[ 3831]    saccade ->   fixation (ibdt:108)
[ 3832]    saccade ->   fixation (ibdt:108)
[ 3833]    saccade ->   fixation (ibdt:108)
[ 3834]    saccade ->   fixation (ibdt:108)
[ 3877]    saccade ->   fixation (ibdt:108)
[ 3878]    saccade ->   fixation (ibdt:108)
[ 3879]    saccade ->   fixation (ibdt:108)
[ 3880]    saccade ->   fixation (ibdt:108)
[ 3882]    saccade ->   fixation (ibdt:108)
[ 3883]    saccade ->   fixation (ibdt:108)
[ 3884]    saccade ->   fixation (ibdt:108)
[ 3885]    saccade ->   fixation (ibdt:108)
[ 4286]    saccade ->   fixation (ibdt:108)
[ 4287]    saccade ->   fixation (ibdt:108)
[ 4288]    saccade ->   fixation (ibdt:108)
[ 4291]    saccade ->   fixation (ibdt:108)
[ 4292]    saccade ->   fixation (ibdt:108)
[ 4293]    saccade ->   fixation (ibdt:108)
[ 4550]    saccade ->   fixation (ibdt:108)
[ 4551]    saccade ->   fixation (ibdt:108)
[ 4552]    saccade ->   fixation (ibdt:108)
[ 4553]    saccade ->   fixation (ibdt:108)
[ 4554]    saccade ->   fixation (ibdt:108)
[ 4555]    saccade ->   fixation (ibdt:108)
[ 4556]    saccade ->   fixation (ibdt:108)
[ 4557]    saccade ->   fixation (ibdt:108)
[ 4558]    saccade ->   fixation (ibdt:108)
[ 4559]    saccade ->   fixation (ibdt:108)
[ 4741]    saccade ->   fixation (ibdt:108)
[ 4742]    saccade ->   fixation (ibdt:108)
[ 4746]    saccade ->   fixation (ibdt:108)
[ 4747]    saccade ->   fixation (ibdt:108)
[ 4748]    saccade ->   fixation (ibdt:108)
[ 4749]    saccade ->   fixation (ibdt:108)
[ 4855]    saccade ->   fixation (ibdt:108)
[ 4866]    saccade ->   fixation (ibdt:108)
[ 4867]    saccade ->   fixation (ibdt:108)
[ 4868]    saccade ->   fixation (ibdt:108)
[ 4869]    saccade ->   fixation (ibdt:108)
[ 4870]    saccade ->   fixation (ibdt:108)
[ 4949]    saccade ->   fixation (ibdt:108)
[ 4950]    saccade ->   fixation (ibdt:108)
[ 4960]    saccade ->   fixation (ibdt:108)
[ 4961]    saccade ->   fixation (ibdt:108)
[ 4962]    saccade ->   fixation (ibdt:108)
[ 4963]    saccade ->   fixation (ibdt:108)
[ 4964]    saccade ->   fixation (ibdt:108)
[ 4965]    saccade ->   fixation (ibdt:108)
[ 4966]    saccade ->   fixation (ibdt:108)
